,Unnamed: 0.1,Unnamed: 0,Celebrity,Twitter_Account,Tweet,NB_Predict,SVM_Predict
604,604,604,Elon Musk,@RobJailbreakrob,for all those who want cars to take you where you want to go automatically  ,0,0
605,605,605,Elon Musk,@S3XYPLAID,and tesla auto park with cameras only works absolutely perfect  between this and my fsd test drive last night i totally get when elon said   lidar is a fools errand   the others want to take the easy and temporary route to new features  ,0,1
606,606,606,Elon Musk,@Tesla_Cybercat,the future is here fsdv   navigates three sharp turns and merges with ease in boston s rain drenched rush hour,0,1
607,607,607,Elon Musk,@EdwardDiGi,if cars will be drive themselves  we would not need cars at all  urban transport will be zero margin and people will need less cars  the first threat to  tsla are robotaxi indeed,1,0
608,608,608,Elon Musk,@dblcapcrimpin,when no nags ,0,0
609,609,609,Elon Musk,@cymba_de,yes yes yes but when working autowipers ,1,0
610,610,610,Elon Musk,@X_BEBEeth,elon  what day is the fourth launch plan for the starship ,1,1
611,611,611,Elon Musk,@JamesWLaw1,the second to last to have fsd will be for emergency vehicles police  ,0,1
612,612,612,Elon Musk,@TeslaLisa,question      why are a zillion newbies getting a free month of v   when all legacy s x owners who paid thousands cant get it     thanks ,0,0
613,613,613,Elon Musk,@GagliardiLou,elon  i cant believe how nice my new model y is  i dont understand why anyone would buy anything but a tesla  maybe price would deter them  but i got a great deal on the model y  best value out there  in my opinion ,0,1
614,614,614,Elon Musk,@derekhxw,i just tried v   for the first time with           wow  i have been an enthusiast since v   but still v   really wow me  ,0,0
615,615,615,Elon Musk,@TeslaXplored,will that happen in the nassau queens area of ny too  seems to struggle here a lot  ,0,1
616,616,616,Elon Musk,@somi_teslagirl,ive been sold on  fsd before i even got it in my ,0,0
617,617,617,Elon Musk,@BassonBrain,it will be way better than a human  period     already is ,1,1
618,618,618,Elon Musk,@Avatrode,seeing the progress achieved in fsd v        in terms of safety and even considering only the financial prospect of robotaxi future income     in my estimation   tesla  fsd is worth more now than the hardware value of my      model x plaid ,1,1
619,619,619,Elon Musk,@RyanTanaka3,thanks for helping make the future great,1,1
620,620,620,Elon Musk,@DaveWarnedYou,riding in a car is the most dangerous thing humans do every day  specifically because other human drivers are so bad and unpredictable ,0,1
621,621,621,Elon Musk,@2thdoc2012,ive been thinking about that as ive been testing v       it really is to a certain extent already like a personal taxi,0,0
622,622,622,Elon Musk,@CodingMark,now that the machine is finally churning on a capable  future proof architecture  progress should be unbelievable,1,1
623,623,623,Elon Musk,@PhilFox43249797,and tesla has a multiyear advantage in this high margin   winner take most  fsd business,1,0
624,624,624,Elon Musk,@TeslaSynopsis,elon can fsd beta roll out be a bit faster  especially to cars that had been using fsd beta forever ,1,0
625,625,625,Elon Musk,@roelsmelt,ive told my kids that they most likely will not be allowed to get their driving license and drive their own cars on the road  way to dangerous  ,0,1
626,626,626,Elon Musk,@01Ananto,by saying this now people will get drunk and then try fsd  which not supervise by a human  big statement elon  not a safe one  cause      is still not      perfect ,0,0
627,627,627,Elon Musk,@WayneSn35339982,i really dont want or like that  perhaps if someone  you  would build a people carrier train of fsds linked together to take the mindless where they want to go and drop them off along its way  less traffic  so i can drive my      ford pickup ice   speed truck with no worries ,0,0
628,628,628,Elon Musk,@LizBurgess92677,i think i would put a breathalizer  against the law to drive  drunk      ,0,1
629,629,629,Elon Musk,@aikisteve,i assume that when fsd beta is rolled out in europe it will be again starting with a very limited group of beta testers  makes sense because of all the differences with the us and specifics per country,0,1
630,630,630,Elon Musk,@crossland_rob,i dont like to be the barer of bad news ,0,0
631,631,631,Elon Musk,@SnakeMannn,it will really be amazing how good ,1,1
632,632,632,Elon Musk,@BdPwll81,well i will be that guy in the future that still has a gas guzzler in his garage       id rather transport myself    i would however love a ride in one of those rockets of yours  i hear youre close to breaking through the firmament     ,1,1
633,633,633,Elon Musk,@DansTesla,can t wait to get v    my car has been downloading this for   days lol  tsla,0,1
634,634,634,Elon Musk,@schheng1,the improvements that the world of computing and engineering has brought to the way we live in north america have been incredible and mind boggling            ,0,1
635,635,635,Elon Musk,@MemesOfMars,in germany    the beta still has a lot of work ahead  one week it behaves ok the next it does weird things like trying to go on the exit lane even though the straight lane is super clearly marked ,0,0
636,636,636,Elon Musk,@LandonH,its crazy good  thanks for all the great work ,1,1
637,637,637,Elon Musk,@oi8achevy,speed management is still an issue  how are you going to deal with all the inaccurate speed limit map data  even on v   most of my drives in upstate ny are crippled by the system defaulting to   mph on unmarked roads ,0,0
638,638,638,Elon Musk,@MelissaJeanSays,that sounds cool  but i still want a manual control option ,0,0
639,639,639,Elon Musk,@NickLippis,i love fsd   its part of living in exponential progress time ,1,1
640,640,640,Elon Musk,@GozukaraFurkan,i agree with this,1,1
641,641,641,Elon Musk,@NAlves_EJ,for the time being the question is how will that affect the sales outlook ,0,0
642,642,642,Elon Musk,@NAlves_EJ,teslas gearing up to drop its q  delivery figures   tsla,0,0
643,643,643,Elon Musk,@NSuresh_ECW,legacy oems should licence tesla fsd into their cars   rapidly progress towards autonomous vehicles,1,1
644,644,644,Elon Musk,@alexisd3000,if every car used fsd  the roads would be so much safer   its the human drivers we need to look out for ,0,1
645,645,645,Elon Musk,@griffithe,ngl i watched ,1,1
646,646,646,Elon Musk,@Wisdom_MAPS,thinking long term and continually investing in that   gives you these kinds of results ,0,1
647,647,647,Elon Musk,@aqsarani76,    it will be interesting when licenses and all the admin and bureaucracy is no longer necessary  its sure to be an interesting transformation  not sure the government will make this easy   ,0,1
648,648,648,Elon Musk,@Jeremywmerchant,all future car purchases will require fsd in my family ,0,1
649,649,649,Elon Musk,@fyrewede,i will never trust fsd if for no other reason than that i dont trust other drivers  or other fsd vehicles   all ot takes is one loose tire hurtling towards my car through the air at speed   i might manage to dodge it  im not certain fsd will ,0,1
650,650,650,Andrew Tate,@AleksAlwaysWins,inspiring to tears ,1,1
651,651,651,Andrew Tate,@WalidZada1,tears for fears ,0,0
652,652,652,Andrew Tate,@okdaksh,wholesome,0,1
653,653,653,Andrew Tate,@ReclaimYourX,awww so sweet    ,1,1
654,654,654,Andrew Tate,@TateNews_,free top g,1,1
655,655,655,Andrew Tate,@FgvPlanet,what a great lesson ,1,1
656,656,656,Andrew Tate,@ZubyMusic,this is cool ,1,1
657,657,657,Andrew Tate,@therealworld_hq,the greatest gift a son can receive from his father is the inheritance of knowledge and wisdom  ,1,1
658,658,658,Andrew Tate,@JoinTheHUWorld,a great father and a great son ,1,1
659,659,659,Andrew Tate,@TateTheTalisman,what s cool  at least for me is that when this happened dad was the age i am now ,0,1
660,660,660,Andrew Tate,@shahh,extreme focus when playing chess at that age is insane  i couldn t even focus on a cartoon at that age ,1,1
661,661,661,Andrew Tate,@twomad,i would of checkmated you little smart ah instantaneously my brudda,1,1
662,662,662,Andrew Tate,@Hendrikvdmaesen,very cool  have you ever considered opening up an international chess school ,1,1
663,663,663,Andrew Tate,@abigail_fekete,you were a top kid even at a young age ,1,1
664,664,664,Andrew Tate,@SulaymanABS,this is amazing,1,1
665,665,665,Andrew Tate,@HairyLahey,son  once youre grown up  youll beat anyone at anything,1,1
666,666,666,Andrew Tate,@AccessTRW,raised to be exceptional ,0,0
667,667,667,Andrew Tate,@Blue_flamingo__,no one ever made money in crypto   i lost few k bucks  ,0,0
668,668,668,Andrew Tate,@themoneymod,interesting about the success with your team   ,1,1
669,669,669,Andrew Tate,@lagent213,hodl and win the race ,0,0
670,670,670,Andrew Tate,@Cryptoking,u shi  on btc then use it for clout ,1,1
671,671,671,Andrew Tate,@nftinos,and that for the small fee of just     per year   ,0,0
672,672,672,Andrew Tate,@MysterEgora,success in  btc isnt guaranteed by following pros  cryptocurrency is volatile and unpredictable  with market conditions changing rapidly  rely on thorough research  risk assessment  and consider seeking advice from certified financial advisors  invest wisely      cryptofacts ,1,1
673,673,673,Andrew Tate,@CryptoBromie,i thought you said crypto bros are dork nerd geeks  ,1,1
674,674,674,Andrew Tate,@RotondoAGoGo,lol ok big boy  your jenga tower is wobbling   gonna be a hoot to watch,1,1
675,675,675,Andrew Tate,@jamesmj85,this is really a good pitch and video,1,1
676,676,676,Andrew Tate,@DrNickA,i hope youre going to teach the lads not to get rugged rather than feed them to them ,1,0
677,677,677,Andrew Tate,@OMEGAMILLIONS1,or they could have just used that    a month to add to their own allocated weekly dollar cost strategy and would still be up all alone bruv ,0,0
678,678,678,Andrew Tate,@PatrykDumicz, made money    meaning that they already sold btc securing their profits  i ll bet you a bugatti most of them will wait until its too late  greed,0,0
679,679,679,Andrew Tate,@Masc_Empire,your money problems are usually your mindset problems ,0,0
680,680,680,Andrew Tate,@mcJoker_05,dm me what you think of top g in chat now,1,1
681,681,681,Andrew Tate,@LegitPersian,this is a top signal,0,1
682,682,682,Andrew Tate,@realPatriot_Dad,im signed up in the market course now  i am motivated to learn and expand my financial future for my   children ,0,1
683,683,683,Andrew Tate,@TheLoveOfJoy,xlm and stellar are where its really at,0,0
684,684,684,Andrew Tate,@joshsilentmode,find the hero inside you,0,0
685,685,685,Andrew Tate,@Famous_999_,bro you are lying and i can confirm,1,1
686,686,686,Andrew Tate,@copyxtyler,trw costs less than what these people would invest ,0,0
687,687,687,Andrew Tate,@okdaksh,david halliwell,1,1
688,688,688,Andrew Tate,@D_Halliwell95,professor adam is a g ,0,0
689,689,689,Andrew Tate,@kittiesbitties,you scammed me,0,1
690,690,690,Andrew Tate,@jackwillis004,i m in trw and dont have a network tho ,0,0
691,691,691,Andrew Tate,@YEYEmeta,you just said nfts were bad ,0,0
692,692,692,Andrew Tate,@ethermage,didnt this guy just post a video saying crypto shillers are the worst ,0,0
693,693,693,Andrew Tate,@KarlssonDaniel4,beast mode    red  stan,1,1
694,694,694,Andrew Tate,@BEASTMODEAPEE, multix going ham,1,1
695,695,695,Andrew Tate,@KaceeRAllen,only the real ones hodl,1,1
696,696,696,Andrew Tate,@web3ie,remember when you said crypto was for dorks and your never touching it  ,1,1
697,697,697,Andrew Tate,@DrZarar01,thanks for sharing,1,1
698,698,698,Andrew Tate,@SkylineETH,you just called crypto is scam ,0,1
699,699,699,Andrew Tate,@ABlastforever,the scam artist is back again,0,0
700,700,700,Dwayne Johnson,@Raj_diary,general booty   ,0,1
701,701,701,Dwayne Johnson,@big_hero_chris,but will i feel the mana though ,0,0
702,702,702,Dwayne Johnson,@Anthony_Russo97,cody rhodes sticking with head and shoulders,0,1
703,703,703,Dwayne Johnson,@jnr_kali,the rock   ,1,1
704,704,704,Dwayne Johnson,@the_artofhealth,i also really love wellness and sauna  ,1,1
705,705,705,Dwayne Johnson,@iJonniM,rock please bring it to canada too ,1,1
706,706,706,Dwayne Johnson,@Raj_diary,zafar abbas,0,1
707,707,707,Dwayne Johnson,@xafar_,thanks  good advocate for wellness,1,1
708,708,708,Dwayne Johnson,@Wyssii_Hun,omprakash choudhary,0,1
709,709,709,Dwayne Johnson,@OmChoudhary01,bang bang this is sparks,1,1
710,710,710,Dwayne Johnson,@DXSD_1,rollins owns you,1,1
711,711,711,Dwayne Johnson,@ShadBoogie,listen  if youre going to be a  heel  imma need you to stop doing these types of ads  i know i know its part of your brand but you cant be talking how you do on sd and then get on here and start talking nice and proper and wholesome,0,0
712,712,712,Dwayne Johnson,@jharleyd12,will be checking it out ,1,1
713,713,713,Dwayne Johnson,@Raj_diary,saltyessentials,0,1
714,714,714,Dwayne Johnson,@SaltyEssentials,what a sellout  ,1,1
715,715,715,Dwayne Johnson,@TommySlaight,christhecool,0,1
716,716,716,Dwayne Johnson,@christhecool21,thanks unc  ,1,1
717,717,717,Dwayne Johnson,@AEW_Blog,im gonna quote his ass because hes lovely,0,1
718,718,718,Dwayne Johnson,@AEW_Blog,the story of the rock vs  hulk hogan,1,1
719,719,719,Dwayne Johnson,@Raj_diary,district   ,1,1
720,720,720,Dwayne Johnson,@iamdistrict411,wow,1,1
721,721,721,Dwayne Johnson,@daranvaseg,oh my star eyes,0,0
722,722,722,Dwayne Johnson,@feelthemusicglo,yes      ,1,1
723,723,723,Dwayne Johnson,@Raj_diary,mahr irfan hiraj,0,1
724,724,724,Dwayne Johnson,@Raj_diary,mahr irfan hiraj,0,1
725,725,725,Dwayne Johnson,@Raj_diary, takebettercare,0,1
726,726,726,Dwayne Johnson,@OmChoudhary01,and the trophy goes to,1,1
727,727,727,Dwayne Johnson,@rxo9191,at ,0,1
728,728,728,Dwayne Johnson,@ShawnS90x,putting in work   i see you  good stuff  best of luck on your new endeavor,1,1
729,729,729,Dwayne Johnson,@DaveHuze,casas plays,1,1
730,730,730,Dwayne Johnson,@CasasPlays,that tattoo care though  ,0,1
731,731,731,Dwayne Johnson,@Cheelee_Tweet,       https   twitter com cheelee tweet status                    ,1,1
732,732,732,Dwayne Johnson,@Cheelee_Tweet,hey  cheeleeland    ,1,1
733,733,733,Dwayne Johnson,@_AVMR_,i went to the website and was gonna put an order in  i had the sandlewood suede body wash  shampoo  and deodorant ,0,1
734,734,734,Dwayne Johnson,@PhotobombChamp,alright rock  i ll make a trip to target this sunday,1,1
735,735,735,Dwayne Johnson,@salmons_jr, diarrheadwayne,0,1
736,736,736,Dwayne Johnson,@VforVoices,well if the rock says its good  its good   ,1,1
737,737,737,Dwayne Johnson,@GetMeCash,bro when do you sleep    ,0,1
738,738,738,Dwayne Johnson,@mtzslivegaming,wow good day,1,1
739,739,739,Dwayne Johnson,@LivngOG,the peoples champ for sure,1,1
740,740,740,Dwayne Johnson,@NarutoExplained,the people s champion for a reason ,1,1
741,741,741,Dwayne Johnson,@habdoolahi,this is legit heartwarming   its what you expect from the final bosss,1,1
742,742,742,Dwayne Johnson,@ziamalik685,history will be made on this wrestle mania ,1,0
743,743,743,Dwayne Johnson,@SteveWrightJr,the rock is a man of his word,0,1
744,744,744,Dwayne Johnson,@KeanuTrades,or is this the quote you ass,1,1
745,745,745,Dwayne Johnson,@KeanuTrades,our old buddy  toddster   had surgery  todd was born w spina bifida and has had countless surgeries and trials  he drives for  lyft when he can   is the biggest  wwe fan i know  ,0,0
746,746,746,Dwayne Johnson,@MrGator84,this whole story with you and cody has made this an epic legendary show  cody vs the final boss in a belt match would be sick  twisted  and badass,0,0
747,747,747,Dwayne Johnson,@GIGACHAD2021,absolutely incredible,1,1
748,748,748,Dwayne Johnson,@PSU_FB_Thoughts,what an awesome back and forth,1,1
749,749,749,Dwayne Johnson,@MikeBacon,great stuff dude  makes me want to go to my first wwe event ever here in my hometown  much love   ,0,1
